"site_name","plot","Longitude","Latitude","date"
"CAYNP","0004",-119.781538473456,37.7204775678662,"2026-07-01T03:21:06.000000Z"
"CASWR","0004",-122.179303,39.4117800000001,"2026-07-01T03:28:07.000000Z"
"CAAEU","0004",-120.102224226794,38.9965939488618,"2026-07-01T05:41:05.000000Z"
"RINGR","0004",-71.6424064237805,41.3945968019676,"2026-07-01T11:18:07.000000Z"
"WASES","0004",-121.0087201,47.29006496,"2026-04-16T14:01:43.000000Z"
"LABBR","0004",-90.009063741652,30.328499482542,"2026-07-01T11:08:05.000000Z"
"MIHIF","0004",-84.903839,46.311967,"2026-07-01T05:27:06.000000Z"
"NCPOR","0004",-76.3876353170834,35.7118876831647,"2026-07-01T03:19:05.000000Z"
"CODSP","0004",-109.036945966598,40.4685452756245,"2026-07-01T11:13:05.000000Z"
"MDBWR","0004",-76.2588309478051,38.4622872427736,"2026-07-01T05:21:06.000000Z"
"PA04S","0004",-79.44178248,39.82657853,"2026-07-01T11:32:07.000000Z"
"ALMLR","0004",-85.7451166375328,33.6787253518318,"2026-06-30T15:00:05.000000Z"
"CASBC","0004",-120.054260003268,34.6935937648778,"2026-07-01T11:15:06.000000Z"
"CALNU","0004",-122.413046521756,38.5724325440595,"2026-07-01T11:17:05.000000Z"
"CASDU","0004",-116.85383,33.265174,"2026-07-01T11:17:06.000000Z"
"ORWMR","0004",-123.331503896257,44.4272801049689,"2026-07-01T11:17:06.000000Z"
"AZSAP","0004",-110.549108686218,32.0380823994597,"2026-07-10T05:20:04.000000Z"
"NVWAX","0004",-119.948488907315,39.2794755283646,"2026-07-01T11:17:06.000000Z"
"SCPKR","0004",-80.7570953337778,32.2604883336705,"2026-07-01T11:30:05.000000Z"
"GAUGA","0004",-83.3544021479181,33.8785768650188,"2026-07-01T03:20:07.000000Z"
"SCCRR","0004",-80.2614999999611,34.6192999999642,"2026-07-01T11:17:08.000000Z"
"AZSAP","0005",-110.541867040624,32.0377783640267,"2026-07-10T05:14:05.000000Z"
"GACHF","0005",-83.6773421,33.0580546,"2026-07-01T11:13:05.000000Z"
"CASWR","0005",-122.18002,39.412098,"2026-07-01T03:28:07.000000Z"
"NCPOR","0005",-76.3243172040577,35.7429072400913,"2026-07-01T03:18:07.000000Z"
"WALPR","0005",-117.690496396806,48.4751823287603,"2026-04-16T14:01:46.000000Z"
"GAHSR","0005",-81.2704293329975,31.6362733336931,"2026-07-01T05:20:06.000000Z"
"CODSP","0005",-109.035604904474,40.4680180228836,"2026-07-01T11:13:05.000000Z"
"SCSRF","0005",-81.5553970001503,33.2699979997665,"2026-07-01T11:31:09.000000Z"
"WAWLR","0005",-123.983208384699,46.3708524303793,"2026-04-16T14:01:28.000000Z"
"VAJRR","0005",-77.1303499999374,37.2721799998085,"2026-04-16T14:02:01.000000Z"
"PA04S","0005",-79.44098279,39.82768277,"2026-07-01T11:32:07.000000Z"
"ALWLR","0005",-86.7697296032156,34.5537247539319,"2026-07-01T03:18:07.000000Z"
"MIHIF","0005",-84.9106189999999,46.3186990000001,"2026-07-01T05:27:06.000000Z"
"CASDU","0005",-116.8530948,33.2636324,"2026-07-01T11:17:06.000000Z"
"AKWSP","0005",-143.597460032272,61.3796738094195,"2026-07-01T03:25:06.000000Z"
"NJPIP","0005",-74.597043,39.919056,"2026-07-01T05:41:05.000000Z"
"FLLSR","0005",-83.0909000004059,29.3646999999959,"2026-06-30T15:40:05.000000Z"
